"Fecha"	"Tipo de Contrato"	"MUJER"	"VARON"
"agosto 2012"	"Indefinido Tiempo Completo"	2562386.27	3915457.55
"agosto 2012"	"Indefinido Tiempo Parcial"	907184.50	348486.91
"agosto 2012"	"Fijos Discontinuos"	105616.09	85041.05
"agosto 2012"	"Eventual Tiempo Completo"	911743.59	1225851.82
"agosto 2012"	"Eventual Tiempo Parcial"	754483.27	521440.00
"agosto 2012"	"Formacion Tiempo Completo"	24499.50	29147.82
"agosto 2012"	"Practicas Tiempo Completo"	31115.36	28868.45
"agosto 2012"	"Practicas Tiempo Parcial"	7210.18	3532.68
"agosto 2012"	"No consta (*)"	694693.73	448201.64
"septiembre 2012"	"Indefinido Tiempo Completo"	2561770.20	3903835.70
"septiembre 2012"	"Indefinido Tiempo Parcial"	912605.15	351239.30
"septiembre 2012"	"Fijos Discontinuos"	171478.60	91521.05
"septiembre 2012"	"Eventual Tiempo Completo"	850648.95	1169154.85
"septiembre 2012"	"Eventual Tiempo Parcial"	740023.30	498392.15
"septiembre 2012"	"Formacion Tiempo Completo"	24400.25	28543.75
"septiembre 2012"	"Practicas Tiempo Completo"	30409.10	28381.15
"septiembre 2012"	"Practicas Tiempo Parcial"	7369.30	3552.75
"septiembre 2012"	"No consta (*)"	686895.25	444446.90
"octubre 2012"	"Indefinido Tiempo Completo"	2552517.23	3881839.23
"octubre 2012"	"Indefinido Tiempo Parcial"	920502.45	355827.45
"octubre 2012"	"Fijos Discontinuos"	207207.50	91125.95
"octubre 2012"	"Eventual Tiempo Completo"	777997.55	1096432.18
"octubre 2012"	"Eventual Tiempo Parcial"	770083.95	505128.55
"octubre 2012"	"Formacion Tiempo Completo"	24164.14	28282.77
"octubre 2012"	"Practicas Tiempo Completo"	30033.18	28062.05
"octubre 2012"	"Practicas Tiempo Parcial"	7532.59	3718.77
"octubre 2012"	"No consta (*)"	694400.95	446796.95
"noviembre 2012"	"Indefinido Tiempo Completo"	2541217.95	3857857.90
"noviembre 2012"	"Indefinido Tiempo Parcial"	923579.19	358883.81
"noviembre 2012"	"Fijos Discontinuos"	186753.24	70752.81
"noviembre 2012"	"Eventual Tiempo Completo"	750340.86	1058067.57
"noviembre 2012"	"Eventual Tiempo Parcial"	784551.29	510880.71
"noviembre 2012"	"Formacion Tiempo Completo"	24939.10	28468.38
"noviembre 2012"	"Practicas Tiempo Completo"	29055.14	27562.95
"noviembre 2012"	"Practicas Tiempo Parcial"	7593.52	3786.62
"noviembre 2012"	"No consta (*)"	617843.29	441511.19
"diciembre 2012"	"Indefinido Tiempo Completo"	2532730.24	3834856.88
"diciembre 2012"	"Indefinido Tiempo Parcial"	923795.88	360505.35
"diciembre 2012"	"Fijos Discontinuos"	179202.29	65969.00
"diciembre 2012"	"Eventual Tiempo Completo"	753584.76	1033104.41
"diciembre 2012"	"Eventual Tiempo Parcial"	803051.71	520093.88
"diciembre 2012"	"Formacion Tiempo Completo"	25393.71	28518.47
"diciembre 2012"	"Practicas Tiempo Completo"	26327.41	26070.71
"diciembre 2012"	"Practicas Tiempo Parcial"	7544.82	3745.06
"diciembre 2012"	"No consta (*)"	558984.71	436913.53
"enero 2013"	"Indefinido Tiempo Completo"	2518659.91	3805247.00
"enero 2013"	"Indefinido Tiempo Parcial"	923670.55	360653.09
"enero 2013"	"Fijos Discontinuos"	172926.95	63235.55
"enero 2013"	"Eventual Tiempo Completo"	712310.00	975815.95
"enero 2013"	"Eventual Tiempo Parcial"	765430.55	499137.18
"enero 2013"	"Formacion Tiempo Completo"	25506.14	28112.27
"enero 2013"	"Practicas Tiempo Completo"	25660.82	25408.41
"enero 2013"	"Practicas Tiempo Parcial"	7505.73	3713.14
"enero 2013"	"No consta (*)"	554498.05	434142.82
"febrero 2013"	"Indefinido Tiempo Completo"	2506852.90	3784808.30
"febrero 2013"	"Indefinido Tiempo Parcial"	925805.20	362351.30
"febrero 2013"	"Fijos Discontinuos"	177717.40	67454.35
"febrero 2013"	"Eventual Tiempo Completo"	707619.75	985585.25
"febrero 2013"	"Eventual Tiempo Parcial"	765635.15	503068.90
"febrero 2013"	"Formacion Tiempo Completo"	27291.30	29672.25
"febrero 2013"	"Practicas Tiempo Completo"	24555.60	24779.40
"febrero 2013"	"Practicas Tiempo Parcial"	7578.75	3759.75
"febrero 2013"	"No consta (*)"	555115.25	434387.95
"marzo 2013"	"Indefinido Tiempo Completo"	2498809.37	3768955.89
"marzo 2013"	"Indefinido Tiempo Parcial"	927622.68	364629.84
"marzo 2013"	"Fijos Discontinuos"	188246.79	78204.74
"marzo 2013"	"Eventual Tiempo Completo"	710161.26	987663.26
"marzo 2013"	"Eventual Tiempo Parcial"	776079.63	510997.37
"marzo 2013"	"Formacion Tiempo Completo"	28652.00	30744.53
"marzo 2013"	"Practicas Tiempo Completo"	24175.37	24418.00
"marzo 2013"	"Practicas Tiempo Parcial"	7552.79	3754.74
"marzo 2013"	"No consta (*)"	555627.79	434401.79
"abril 2013"	"Indefinido Tiempo Completo"	2490833.91	3753437.00
"abril 2013"	"Indefinido Tiempo Parcial"	929566.91	366670.27
"abril 2013"	"Fijos Discontinuos"	201101.73	88797.45
"abril 2013"	"Eventual Tiempo Completo"	709975.41	997821.27
"abril 2013"	"Eventual Tiempo Parcial"	786720.82	522107.41
"abril 2013"	"Formacion Tiempo Completo"	30557.91	32302.18
"abril 2013"	"Practicas Tiempo Completo"	24107.36	24199.23
"abril 2013"	"Practicas Tiempo Parcial"	7576.14	3766.68
"abril 2013"	"No consta (*)"	555060.64	433997.91
"mayo 2013"	"Indefinido Tiempo Completo"	2481547.86	3737955.86
"mayo 2013"	"Indefinido Tiempo Parcial"	930262.73	368224.23
"mayo 2013"	"Fijos Discontinuos"	216255.95	103136.64
"mayo 2013"	"Eventual Tiempo Completo"	730596.05	1034852.68
"mayo 2013"	"Eventual Tiempo Parcial"	806606.36	539182.77
"mayo 2013"	"Formacion Tiempo Completo"	33089.73	34628.41
"mayo 2013"	"Practicas Tiempo Completo"	23270.41	23760.14
"mayo 2013"	"Practicas Tiempo Parcial"	7715.77	3822.27
"mayo 2013"	"No consta (*)"	555202.77	433839.32
"junio 2013"	"Indefinido Tiempo Completo"	2476513.30	3726459.50
"junio 2013"	"Indefinido Tiempo Parcial"	928375.20	368751.40
"junio 2013"	"Fijos Discontinuos"	190256.10	104247.95
"junio 2013"	"Eventual Tiempo Completo"	769216.00	1085997.90
"junio 2013"	"Eventual Tiempo Parcial"	798534.30	547720.90
"junio 2013"	"Formacion Tiempo Completo"	35133.70	36734.75
"junio 2013"	"Practicas Tiempo Completo"	22446.95	23673.65
"junio 2013"	"Practicas Tiempo Parcial"	7756.45	3892.60
"junio 2013"	"No consta (*)"	554217.20	433324.35
"julio 2013"	"Indefinido Tiempo Completo"	2471462.48	3715732.78
"julio 2013"	"Indefinido Tiempo Parcial"	921945.09	367270.61
"julio 2013"	"Fijos Discontinuos"	116609.74	95451.57
"julio 2013"	"Eventual Tiempo Completo"	840183.43	1165765.78
"julio 2013"	"Eventual Tiempo Parcial"	804597.70	565648.39
"julio 2013"	"Formacion Tiempo Completo"	38093.61	39812.43
"julio 2013"	"Practicas Tiempo Completo"	22441.74	24271.78
"julio 2013"	"Practicas Tiempo Parcial"	7755.61	3957.65
"julio 2013"	"No consta (*)"	540166.22	429493.17
"agosto 2013"	"Indefinido Tiempo Completo"	2461684.43	3699785.33
"agosto 2013"	"Indefinido Tiempo Parcial"	917788.62	366163.76
"agosto 2013"	"Fijos Discontinuos"	107636.19	91116.76
"agosto 2013"	"Eventual Tiempo Completo"	851669.62	1163254.43
"agosto 2013"	"Eventual Tiempo Parcial"	786269.05	555203.90
"agosto 2013"	"Formacion Tiempo Completo"	39568.57	41318.57
"agosto 2013"	"Practicas Tiempo Completo"	21977.76	24046.95
"agosto 2013"	"Practicas Tiempo Parcial"	7659.86	3922.00
"agosto 2013"	"No consta (*)"	537191.43	427860.10
"septiembre 2013"	"Indefinido Tiempo Completo"	2460103.57	3693386.29
"septiembre 2013"	"Indefinido Tiempo Parcial"	924374.62	369017.95
"septiembre 2013"	"Fijos Discontinuos"	174769.81	97868.48
"septiembre 2013"	"Eventual Tiempo Completo"	804948.81	1121982.81
"septiembre 2013"	"Eventual Tiempo Parcial"	768411.95	528816.43
"septiembre 2013"	"Formacion Tiempo Completo"	40182.14	41404.14
"septiembre 2013"	"Practicas Tiempo Completo"	22406.95	24450.33
"septiembre 2013"	"Practicas Tiempo Parcial"	8037.38	4020.57
"septiembre 2013"	"No consta (*)"	542151.33	429983.19
"octubre 2013"	"Indefinido Tiempo Completo"	2455595.91	3682164.61
"octubre 2013"	"Indefinido Tiempo Parcial"	931807.70	373419.30
"octubre 2013"	"Fijos Discontinuos"	214380.83	98735.00
"octubre 2013"	"Eventual Tiempo Completo"	756815.17	1080646.30
"octubre 2013"	"Eventual Tiempo Parcial"	801671.48	536773.17
"octubre 2013"	"Formacion Tiempo Completo"	41016.09	41910.52
"octubre 2013"	"Practicas Tiempo Completo"	22699.35	24873.57
"octubre 2013"	"Practicas Tiempo Parcial"	8637.96	4286.30
"octubre 2013"	"No consta (*)"	558948.87	439263.17
"noviembre 2013"	"Indefinido Tiempo Completo"	2450464.15	3672485.10
"noviembre 2013"	"Indefinido Tiempo Parcial"	933679.45	375859.05
"noviembre 2013"	"Fijos Discontinuos"	192649.60	76969.10
"noviembre 2013"	"Eventual Tiempo Completo"	742166.35	1060799.35
"noviembre 2013"	"Eventual Tiempo Parcial"	820190.55	545236.40
"noviembre 2013"	"Formacion Tiempo Completo"	42245.15	43239.25
"noviembre 2013"	"Practicas Tiempo Completo"	22838.30	25218.85
"noviembre 2013"	"Practicas Tiempo Parcial"	8949.80	4402.60
"noviembre 2013"	"No consta (*)"	563339.00	443706.80
"diciembre 2013"	"Indefinido Tiempo Completo"	2448904.72	3666224.61
"diciembre 2013"	"Indefinido Tiempo Parcial"	935159.50	378024.44
"diciembre 2013"	"Fijos Discontinuos"	184403.83	70793.89
"diciembre 2013"	"Eventual Tiempo Completo"	748847.11	1040010.44
"diciembre 2013"	"Eventual Tiempo Parcial"	843057.44	553567.00
"diciembre 2013"	"Formacion Tiempo Completo"	45004.11	45966.78
"diciembre 2013"	"Practicas Tiempo Completo"	22998.78	25333.11
"diciembre 2013"	"Practicas Tiempo Parcial"	9001.22	4465.56
"diciembre 2013"	"No consta (*)"	563687.61	444134.56
"enero 2014"	"Indefinido Tiempo Completo"	2442434.52	3652041.29
"enero 2014"	"Indefinido Tiempo Parcial"	935422.57	377552.10
"enero 2014"	"Fijos Discontinuos"	179279.86	68078.43
"enero 2014"	"Eventual Tiempo Completo"	721021.48	993284.43
"enero 2014"	"Eventual Tiempo Parcial"	801281.05	527262.19
"enero 2014"	"Formacion Tiempo Completo"	47211.43	48653.86
"enero 2014"	"Practicas Tiempo Completo"	22981.62	25118.14
"enero 2014"	"Practicas Tiempo Parcial"	9006.67	4469.05
"enero 2014"	"No consta (*)"	560315.90	441933.24
"febrero 2014"	"Indefinido Tiempo Completo"	2438829.90	3646300.25
"febrero 2014"	"Indefinido Tiempo Parcial"	937280.85	379647.60
"febrero 2014"	"Fijos Discontinuos"	183799.35	73482.95
"febrero 2014"	"Eventual Tiempo Completo"	723528.85	1014185.00
"febrero 2014"	"Eventual Tiempo Parcial"	802832.20	532707.90
"febrero 2014"	"Formacion Tiempo Completo"	48233.65	50436.60
"febrero 2014"	"Practicas Tiempo Completo"	23283.25	25565.90
"febrero 2014"	"Practicas Tiempo Parcial"	9210.50	4577.60
"febrero 2014"	"No consta (*)"	562993.00	443544.15
"marzo 2014"	"Indefinido Tiempo Completo"	2437723.00	3645012.14
"marzo 2014"	"Indefinido Tiempo Parcial"	940554.00	382983.43
"marzo 2014"	"Fijos Discontinuos"	193072.71	83225.43
"marzo 2014"	"Eventual Tiempo Completo"	730572.00	1038328.10
"marzo 2014"	"Eventual Tiempo Parcial"	814722.71	540783.00
"marzo 2014"	"Formacion Tiempo Completo"	49700.38	51896.95
"marzo 2014"	"Practicas Tiempo Completo"	23447.95	25841.43
"marzo 2014"	"Practicas Tiempo Parcial"	9231.05	4610.38
"marzo 2014"	"No consta (*)"	565017.24	445245.62
"abril 2014"	"Indefinido Tiempo Completo"	2439034.15	3647149.70
"abril 2014"	"Indefinido Tiempo Parcial"	945139.10	386750.10
"abril 2014"	"Fijos Discontinuos"	211508.45	97632.80
"abril 2014"	"Eventual Tiempo Completo"	746397.75	1059199.05
"abril 2014"	"Eventual Tiempo Parcial"	831348.55	551066.05
"abril 2014"	"Formacion Tiempo Completo"	51776.80	54017.75
"abril 2014"	"Practicas Tiempo Completo"	23826.95	26293.45
"abril 2014"	"Practicas Tiempo Parcial"	9181.10	4565.45
"abril 2014"	"No consta (*)"	565948.10	446561.55
"mayo 2014"	"Indefinido Tiempo Completo"	2441899.71	3651517.67
"mayo 2014"	"Indefinido Tiempo Parcial"	948902.52	389950.67
"mayo 2014"	"Fijos Discontinuos"	227695.52	112386.52
"mayo 2014"	"Eventual Tiempo Completo"	768490.57	1103383.29
"mayo 2014"	"Eventual Tiempo Parcial"	852450.71	569168.14
"mayo 2014"	"Formacion Tiempo Completo"	53402.05	55507.24
"mayo 2014"	"Practicas Tiempo Completo"	24058.10	26633.52
"mayo 2014"	"Practicas Tiempo Parcial"	9201.24	4504.76
"mayo 2014"	"No consta (*)"	566374.05	446844.24
"junio 2014"	"Indefinido Tiempo Completo"	2444253.90	3655206.81
"junio 2014"	"Indefinido Tiempo Parcial"	948548.67	390946.86
"junio 2014"	"Fijos Discontinuos"	197154.71	113022.62
"junio 2014"	"Eventual Tiempo Completo"	809694.71	1162096.43
"junio 2014"	"Eventual Tiempo Parcial"	837406.14	571590.52
"junio 2014"	"Formacion Tiempo Completo"	55850.57	58357.95
"junio 2014"	"Practicas Tiempo Completo"	24419.76	27613.57
"junio 2014"	"Practicas Tiempo Parcial"	9242.29	4513.57
"junio 2014"	"No consta (*)"	567079.57	446801.90
"julio 2014"	"Indefinido Tiempo Completo"	2445127.87	3657986.70
"julio 2014"	"Indefinido Tiempo Parcial"	942521.13	389452.04
"julio 2014"	"Fijos Discontinuos"	123466.74	103373.52
"julio 2014"	"Eventual Tiempo Completo"	887056.83	1245260.00
"julio 2014"	"Eventual Tiempo Parcial"	842597.04	588984.70
"julio 2014"	"Formacion Tiempo Completo"	56636.83	60460.00
"julio 2014"	"Practicas Tiempo Completo"	25075.13	29378.83
"julio 2014"	"Practicas Tiempo Parcial"	9224.13	4635.52
"julio 2014"	"No consta (*)"	557965.39	445825.22
"agosto 2014"	"Indefinido Tiempo Completo"	2440954.75	3654432.80
"agosto 2014"	"Indefinido Tiempo Parcial"	939731.75	388869.25
"agosto 2014"	"Fijos Discontinuos"	113804.70	98154.10
"agosto 2014"	"Eventual Tiempo Completo"	898616.65	1238959.85
"agosto 2014"	"Eventual Tiempo Parcial"	818828.65	575419.75
"agosto 2014"	"Formacion Tiempo Completo"	57296.80	61326.70
"agosto 2014"	"Practicas Tiempo Completo"	25181.00	29667.80
"agosto 2014"	"Practicas Tiempo Parcial"	9026.95	4595.25
"agosto 2014"	"No consta (*)"	548724.45	439280.95
"septiembre 2014"	"Indefinido Tiempo Completo"	2445778.59	3659922.82
"septiembre 2014"	"Indefinido Tiempo Parcial"	948106.86	392680.86
"septiembre 2014"	"Fijos Discontinuos"	183755.18	106463.18
"septiembre 2014"	"Eventual Tiempo Completo"	856690.55	1200951.14
"septiembre 2014"	"Eventual Tiempo Parcial"	799943.23	548820.14
"septiembre 2014"	"Formacion Tiempo Completo"	57331.14	60964.86
"septiembre 2014"	"Practicas Tiempo Completo"	25635.77	30162.00
"septiembre 2014"	"Practicas Tiempo Parcial"	9434.68	4789.00
"septiembre 2014"	"No consta (*)"	546993.50	436085.95
"octubre 2014"	"Indefinido Tiempo Completo"	2449641.61	3665018.00
"octubre 2014"	"Indefinido Tiempo Parcial"	958956.83	398852.13
"octubre 2014"	"Fijos Discontinuos"	224872.57	106913.65
"octubre 2014"	"Eventual Tiempo Completo"	801000.30	1151296.43
"octubre 2014"	"Eventual Tiempo Parcial"	831969.00	557007.26
"octubre 2014"	"Formacion Tiempo Completo"	57560.65	61216.96
"octubre 2014"	"Practicas Tiempo Completo"	25753.78	30623.87
"octubre 2014"	"Practicas Tiempo Parcial"	9986.96	5105.26
"octubre 2014"	"No consta (*)"	558179.48	440908.83
"noviembre 2014"	"Indefinido Tiempo Completo"	2452281.60	3670594.85
"noviembre 2014"	"Indefinido Tiempo Parcial"	963514.20	402481.60
"noviembre 2014"	"Fijos Discontinuos"	201368.95	84171.80
"noviembre 2014"	"Eventual Tiempo Completo"	794052.65	1145364.85
"noviembre 2014"	"Eventual Tiempo Parcial"	848666.80	563035.40
"noviembre 2014"	"Formacion Tiempo Completo"	58471.25	62764.80
"noviembre 2014"	"Practicas Tiempo Completo"	25946.55	31267.00
"noviembre 2014"	"Practicas Tiempo Parcial"	10283.00	5284.55
"noviembre 2014"	"No consta (*)"	562152.65	445024.00
"diciembre 2014"	"Indefinido Tiempo Completo"	2455366.79	3673919.74
"diciembre 2014"	"Indefinido Tiempo Parcial"	966134.58	405438.84
"diciembre 2014"	"Fijos Discontinuos"	191926.95	76322.89
"diciembre 2014"	"Eventual Tiempo Completo"	808093.53	1137019.00
"diciembre 2014"	"Eventual Tiempo Parcial"	873480.21	573151.95
"diciembre 2014"	"Formacion Tiempo Completo"	58871.37	63662.68
"diciembre 2014"	"Practicas Tiempo Completo"	26438.16	31902.11
"diciembre 2014"	"Practicas Tiempo Parcial"	10567.32	5374.11
"diciembre 2014"	"No consta (*)"	562681.21	445748.05
"enero 2015"	"Indefinido Tiempo Completo"	2456899.35	3676070.20
"enero 2015"	"Indefinido Tiempo Parcial"	969481.20	406029.30
"enero 2015"	"Fijos Discontinuos"	186835.75	72965.55
"enero 2015"	"Eventual Tiempo Completo"	783727.65	1093356.40
"enero 2015"	"Eventual Tiempo Parcial"	828722.65	545124.85
"enero 2015"	"Formacion Tiempo Completo"	60215.80	65348.60
"enero 2015"	"Practicas Tiempo Completo"	26655.70	32113.60
"enero 2015"	"Practicas Tiempo Parcial"	10801.65	5440.45
"enero 2015"	"No consta (*)"	559531.95	443150.10
"febrero 2015"	"Indefinido Tiempo Completo"	2459149.35	3684014.90
"febrero 2015"	"Indefinido Tiempo Parcial"	972899.25	408113.05
"febrero 2015"	"Fijos Discontinuos"	193006.25	78072.30
"febrero 2015"	"Eventual Tiempo Completo"	797087.10	1138139.25
"febrero 2015"	"Eventual Tiempo Parcial"	829094.80	551068.15
"febrero 2015"	"Formacion Tiempo Completo"	61468.80	67180.05
"febrero 2015"	"Practicas Tiempo Completo"	27112.85	32914.20
"febrero 2015"	"Practicas Tiempo Parcial"	11035.60	5562.80
"febrero 2015"	"No consta (*)"	562684.65	445270.80
"marzo 2015"	"Indefinido Tiempo Completo"	2462795.23	3693493.32
"marzo 2015"	"Indefinido Tiempo Parcial"	977205.41	411416.45
"marzo 2015"	"Fijos Discontinuos"	205923.45	90860.86
"marzo 2015"	"Eventual Tiempo Completo"	814681.91	1171885.32
"marzo 2015"	"Eventual Tiempo Parcial"	843521.27	562722.95
"marzo 2015"	"Formacion Tiempo Completo"	62808.86	68558.05
"marzo 2015"	"Practicas Tiempo Completo"	27675.68	33632.50
"marzo 2015"	"Practicas Tiempo Parcial"	11219.82	5632.86
"marzo 2015"	"No consta (*)"	565007.41	447487.09
"abril 2015"	"Indefinido Tiempo Completo"	2468629.40	3704220.30
"abril 2015"	"Indefinido Tiempo Parcial"	981643.75	414119.05
"abril 2015"	"Fijos Discontinuos"	224569.60	107343.80
"abril 2015"	"Eventual Tiempo Completo"	830767.45	1197552.40
"abril 2015"	"Eventual Tiempo Parcial"	859375.75	577634.45
"abril 2015"	"Formacion Tiempo Completo"	65114.10	70693.20
"abril 2015"	"Practicas Tiempo Completo"	28119.10	34202.55
"abril 2015"	"Practicas Tiempo Parcial"	11274.85	5629.40
"abril 2015"	"No consta (*)"	565040.35	447714.80
"mayo 2015"	"Indefinido Tiempo Completo"	2472501.25	3712907.05
"mayo 2015"	"Indefinido Tiempo Parcial"	984078.75	415534.95
"mayo 2015"	"Fijos Discontinuos"	239163.95	121201.05
"mayo 2015"	"Eventual Tiempo Completo"	853088.10	1244825.20
"mayo 2015"	"Eventual Tiempo Parcial"	883700.50	597719.00
"mayo 2015"	"Formacion Tiempo Completo"	67153.60	72646.60
"mayo 2015"	"Practicas Tiempo Completo"	28619.75	34817.70
"mayo 2015"	"Practicas Tiempo Parcial"	11345.10	5642.10
"mayo 2015"	"No consta (*)"	568778.05	448760.65
"junio 2015"	"Indefinido Tiempo Completo"	2477445.00	3721155.05
"junio 2015"	"Indefinido Tiempo Parcial"	983727.41	415221.41
"junio 2015"	"Fijos Discontinuos"	204739.73	120534.32
"junio 2015"	"Eventual Tiempo Completo"	892021.00	1295047.45
"junio 2015"	"Eventual Tiempo Parcial"	865405.77	595684.59
"junio 2015"	"Formacion Tiempo Completo"	69278.18	74946.59
"junio 2015"	"Practicas Tiempo Completo"	29220.36	36529.82
"junio 2015"	"Practicas Tiempo Parcial"	11341.82	5610.18
"junio 2015"	"No consta (*)"	567656.68	447306.09
"julio 2015"	"Indefinido Tiempo Completo"	2480598.35	3729086.96
"julio 2015"	"Indefinido Tiempo Parcial"	976769.91	412170.48
"julio 2015"	"Fijos Discontinuos"	127411.35	108969.39
"julio 2015"	"Eventual Tiempo Completo"	973672.87	1381961.22
"julio 2015"	"Eventual Tiempo Parcial"	873896.57	611347.83
"julio 2015"	"Formacion Tiempo Completo"	70319.17	76760.04
"julio 2015"	"Practicas Tiempo Completo"	30081.70	39368.70
"julio 2015"	"Practicas Tiempo Parcial"	11232.26	5759.74
"julio 2015"	"No consta (*)"	557551.70	446742.35
"agosto 2015"	"Indefinido Tiempo Completo"	2477804.24	3727547.62
"agosto 2015"	"Indefinido Tiempo Parcial"	971778.90	410079.76
"agosto 2015"	"Fijos Discontinuos"	116406.14	103036.05
"agosto 2015"	"Eventual Tiempo Completo"	978185.05	1363756.90
"agosto 2015"	"Eventual Tiempo Parcial"	845933.76	593403.33
"agosto 2015"	"Formacion Tiempo Completo"	70369.95	77337.14
"agosto 2015"	"Practicas Tiempo Completo"	30263.38	39792.67
"agosto 2015"	"Practicas Tiempo Parcial"	11014.05	5748.10
"agosto 2015"	"No consta (*)"	547708.24	439894.29
"septiembre 2015"	"Indefinido Tiempo Completo"	2485542.64	3735376.86
"septiembre 2015"	"Indefinido Tiempo Parcial"	979884.23	413094.23
"septiembre 2015"	"Fijos Discontinuos"	193640.68	113121.95
"septiembre 2015"	"Eventual Tiempo Completo"	929234.41	1320547.05
"septiembre 2015"	"Eventual Tiempo Parcial"	826372.05	564267.09
"septiembre 2015"	"Formacion Tiempo Completo"	69859.82	76476.95
"septiembre 2015"	"Practicas Tiempo Completo"	30552.05	40197.77
"septiembre 2015"	"Practicas Tiempo Parcial"	11593.00	5995.05
"septiembre 2015"	"No consta (*)"	550553.55	438535.00
"octubre 2015"	"Indefinido Tiempo Completo"	2491528.67	3743874.71
"octubre 2015"	"Indefinido Tiempo Parcial"	989345.29	418073.33
"octubre 2015"	"Fijos Discontinuos"	233658.29	115432.48
"octubre 2015"	"Eventual Tiempo Completo"	875961.24	1265999.67
"octubre 2015"	"Eventual Tiempo Parcial"	863556.67	572870.05
"octubre 2015"	"Formacion Tiempo Completo"	69498.52	76137.38
"octubre 2015"	"Practicas Tiempo Completo"	30805.90	40560.05
"octubre 2015"	"Practicas Tiempo Parcial"	12301.52	6407.76
"octubre 2015"	"No consta (*)"	563565.05	444417.29
"noviembre 2015"	"Indefinido Tiempo Completo"	2495653.24	3751494.19
"noviembre 2015"	"Indefinido Tiempo Parcial"	994377.05	421391.81
"noviembre 2015"	"Fijos Discontinuos"	208900.10	91466.76
"noviembre 2015"	"Eventual Tiempo Completo"	869079.19	1255031.33
"noviembre 2015"	"Eventual Tiempo Parcial"	875463.52	577390.62
"noviembre 2015"	"Formacion Tiempo Completo"	71027.24	77516.05
"noviembre 2015"	"Practicas Tiempo Completo"	31243.48	41164.52
"noviembre 2015"	"Practicas Tiempo Parcial"	12625.48	6565.38
"noviembre 2015"	"No consta (*)"	567744.24	448421.90
"diciembre 2015"	"Indefinido Tiempo Completo"	2500571.63	3757544.58
"diciembre 2015"	"Indefinido Tiempo Parcial"	996428.63	423624.58
"diciembre 2015"	"Fijos Discontinuos"	198935.47	83532.05
"diciembre 2015"	"Eventual Tiempo Completo"	888714.32	1240815.84
"diciembre 2015"	"Eventual Tiempo Parcial"	901996.53	587740.47
"diciembre 2015"	"Formacion Tiempo Completo"	72597.53	79134.47
"diciembre 2015"	"Practicas Tiempo Completo"	31758.32	41482.84
"diciembre 2015"	"Practicas Tiempo Parcial"	12823.16	6627.84
"diciembre 2015"	"No consta (*)"	568668.21	449065.00
"enero 2016"	"Indefinido Tiempo Completo"	2502925.47	3761264.84
"enero 2016"	"Indefinido Tiempo Parcial"	998082.32	423174.89
"enero 2016"	"Fijos Discontinuos"	193321.58	79367.68
"enero 2016"	"Eventual Tiempo Completo"	858285.11	1189295.00
"enero 2016"	"Eventual Tiempo Parcial"	855634.68	557377.74
"enero 2016"	"Formacion Tiempo Completo"	71372.42	77941.32
"enero 2016"	"Practicas Tiempo Completo"	32907.68	42098.00
"enero 2016"	"Practicas Tiempo Parcial"	12823.21	6504.21
"enero 2016"	"No consta (*)"	565171.53	446192.74
"febrero 2016"	"Indefinido Tiempo Completo"	2507456.71	3772420.24
"febrero 2016"	"Indefinido Tiempo Parcial"	1002582.00	425534.71
"febrero 2016"	"Fijos Discontinuos"	199936.14	85590.38
"febrero 2016"	"Eventual Tiempo Completo"	857798.05	1217497.14
"febrero 2016"	"Eventual Tiempo Parcial"	863297.62	565130.33
"febrero 2016"	"Formacion Tiempo Completo"	67094.29	73730.57
"febrero 2016"	"Practicas Tiempo Completo"	36625.10	45815.48
"febrero 2016"	"Practicas Tiempo Parcial"	13021.62	6649.00
"febrero 2016"	"No consta (*)"	568981.57	449052.29
"marzo 2016"	"Indefinido Tiempo Completo"	2514485.62	3785917.90
"marzo 2016"	"Indefinido Tiempo Parcial"	1007891.90	428605.52
"marzo 2016"	"Fijos Discontinuos"	214571.29	99300.67
"marzo 2016"	"Eventual Tiempo Completo"	873521.14	1239262.95
"marzo 2016"	"Eventual Tiempo Parcial"	881252.86	577030.14
"marzo 2016"	"Formacion Tiempo Completo"	62599.62	68916.33
"marzo 2016"	"Practicas Tiempo Completo"	37565.95	46655.67
"marzo 2016"	"Practicas Tiempo Parcial"	13074.90	6618.86
"marzo 2016"	"No consta (*)"	572287.52	451560.86
"abril 2016"	"Indefinido Tiempo Completo"	2521417.81	3797437.90
"abril 2016"	"Indefinido Tiempo Parcial"	1013428.05	431715.24
"abril 2016"	"Fijos Discontinuos"	231728.67	113334.90
"abril 2016"	"Eventual Tiempo Completo"	887049.90	1269073.00
"abril 2016"	"Eventual Tiempo Parcial"	899748.62	591293.81
"abril 2016"	"Formacion Tiempo Completo"	59516.86	65376.71
"abril 2016"	"Practicas Tiempo Completo"	38067.05	46937.90
"abril 2016"	"Practicas Tiempo Parcial"	13056.71	6574.33
"abril 2016"	"No consta (*)"	573262.76	452828.86
"mayo 2016"	"Indefinido Tiempo Completo"	2527079.86	3809348.41
"mayo 2016"	"Indefinido Tiempo Parcial"	1016870.82	434651.36
"mayo 2016"	"Fijos Discontinuos"	246245.14	127920.45
"mayo 2016"	"Eventual Tiempo Completo"	918734.82	1315590.41
"mayo 2016"	"Eventual Tiempo Parcial"	922807.45	607920.00
"mayo 2016"	"Formacion Tiempo Completo"	57145.59	62377.05
